district_id,subcounty_id,parish_id,subcounty,parish,year,school_name,ownership,gender,p1,p2,p3,p4,p5,p6,p7,subtotal
d101,s113,p107,Bwijanga,Ntoma,2014,Nyabubale Primary School,Government,Boys,15,10,11,17,3,3,2,61
d101,s111,p103,Budongo,Nyabyeya,2014,Nyabyeya Primary School,Government,Boys,65,71,94,111,63,49,18,471
d101,s110,,Pakanyi,Kiruli,2014,Nyakarongo Primary School,Government,Boys,58,20,26,20,19,16,13,172
d101,s110,,Pakanyi,Kyakamese,2014,Nyakatoogo Primary School,Government,Boys,47,22,26,21,18,38,7,179
d101,s110,,Pakanyi,Labongo,2014,Nyakyanika Primary School,Government,Boys,49,44,46,52,42,42,17,292
d101,s110,,Pakanyi,Kyatiri,2014,Nyambindo Primary School,Government,Boys,37,50,53,36,37,30,12,255
d101,s111,,Budongo,Nyantonzi,2014,Nyantonzi Primary School,Government,Boys,44,55,70,58,22,23,22,294
d101,s113,,Bwijanga,Rukondwa,2014,Rukondwa Primary School,Government,Boys,42,26,14,13,11,14,7,127
d101,s111,,Budongo,Nyantonzi,2014,Rwempisi Primary School,Government,Boys,34,36,56,42,39,29,12,248
d101,s111,,Budongo,Nyantonzi,2014,Siiba Primary School,Government,Boys,40,30,28,41,43,7,15,204
d101,s113,p105,Bwijanga,kahembe,2014,St. Kizito Murro Primary School,Government,Boys,17,17,20,9,8,10,9,90
d101,s109,p131,Miirya,Isimba,2014,St. Paul's Pakanyi Primary School,Government,Boys,38,25,53,24,34,31,16,221
d101,s110,,Pakanyi,Kyakamese,2014,Waiga Primary School,Government,Boys,81,64,52,97,41,46,27,408
d101,s110,,Pakanyi,Labongo,2014,Walyoba Primary School,Government,Boys,48,40,44,93,84,72,25,406
d101,s113,,Bwijanga,Bikonzi,2014,Ikoba Boys Primary School,Government,Girls,0,0,0,0,0,0,0,0
d101,s110,,Pakanyi,Kyakamese,2014,Alimugonza Primary School,Government,Girls,109,63,58,100,34,31,19,414
d101,s110,p127,Pakanyi,Kihaguzi,2014,Bokwe Primary School,Government,Girls,73,78,56,76,66,62,20,431
d101,s111,p103,Budongo,Nyabyeya,2014,Budongo Saw Mill Primary School,Government,Girls,40,10,31,27,29,22,10,169
d101,s113,p105,Bwijanga,Kahembe,2014,Bulima Primary School,Government,Girls,55,49,74,66,35,42,19,340
d101,s111,p102,Budongo,Kasongoire,2014,Bulyango Public Primary School,Government,Girls,133,104,73,79,18,16,13,436
d101,s113,p106,Bwijanga,Kitamba,2014,Byerima Primary School,Government,Girls,22,25,26,35,22,25,14,169
d101,s113,,Bwijanga,Bikonzi,2014,Ikoba Girls Primary School,Government,Girls,38,31,35,32,42,36,23,237
d101,s113,,Bwijanga,Bikonzi,2014,Isagara Primary School,Government,Girls,55,63,40,44,42,39,24,307
d101,s113,p106,Bwijanga,Kitamba,2014,Isimba Primary School,Government,Girls,21,28,28,16,25,20,12,150
d101,s111,p104,Budongo,Kabongo,2014,Kabango Primary School,Government,Girls,335,199,225,310,127,74,64,1334
d101,s109,p130,Miirya,Bigando,2014,Kahaara Primary School,Government,Girls,31,32,32,34,38,35,18,220
d101,s111,p103,Budongo,Nyabyeya,2014,Karongo Primary School,Government,Girls,67,60,85,54,54,29,14,363
d101,s110,,Pakanyi,Kyakamese,2014,Karungi Primary School,Government,Girls,75,45,32,60,48,19,19,298
d101,s111,,Budongo,Kasenene,2014,Kasenene Primary School,Government,Girls,105,86,51,90,33,22,12,399
d101,s111,p102,Budongo,Kasongoire,2014,Kasongoire Primary School,Government,Girls,31,41,31,45,28,24,6,206
d101,s104,p124,Kimengo,Kimengo,2014,Kayera Primary School,Government,Girls,23,19,9,15,14,7,14,101
d101,s110,p127,Pakanyi,Kihaguzi,2014,Kibamba Primary School,Government,Girls,80,49,37,30,39,29,9,273
d101,s109,p130,Miirya,Bigando,2014,Kibbali Primary School,Government,Girls,30,25,30,20,25,17,11,158
d101,s110,,Pakanyi,Kyatiri,2014,Kibibira Primary School,Government,Girls,94,56,52,46,17,6,6,277
d101,s113,,Bwijanga,Bikonzi,2014,Kichandi Primary School,Government,Girls,14,12,21,24,25,14,14,124
d101,s109,p132,Miirya,Kigulya,2014,Kigezi Primary School,Government,Girls,76,56,51,56,35,41,10,325
d101,s113,p107,Bwijanga,Ntoma,2014,Kihagani Primary School,Government,Girls,14,11,7,7,1,9,7,56
d101,s113,,Bwijanga,Bikonzi,2014,Kihoole Primary School,Government,Girls,6,6,6,10,11,9,10,58
d101,s113,,Bwijanga,Rukondwa,2014,Kiina Primary School,Government,Girls,34,30,27,22,31,22,11,177
d101,s109,p132,Miirya,Kigulya,2014,Kijogoro Primary School,Government,Girls,39,33,31,24,10,7,5,149
d101,s104,,Kimengo,Kijunjubwa,2014,Kijunjubwa Primary School,Government,Girls,7,19,19,23,27,19,7,121
d101,s113,p106,Bwijanga,Kitamba,2014,Kikingura Primary School,Government,Girls,50,47,59,48,44,31,26,305
d101,s113,,Bwijanga,Bikonzi,2014,Kikuube Primary School,Government,Girls,25,28,17,14,19,19,10,132
d101,s110,,Pakanyi,Labongo,2014,Kilanyi Primary School,Government,Girls,41,14,23,37,30,22,14,181
d101,s110,,Pakanyi,Labongo,2014,Kilanyi Muslim Primary School,Government,Girls,32,12,20,27,33,19,19,162
d101,s111,p102,Budongo,Kasongoire,2014,Kimanya Primary School,Government,Girls,59,25,38,24,23,9,8,186
d101,s111,,Budongo,Nyantonzi,2014,Kimanya Upper Primary School,Government,Girls,75,61,55,49,44,27,7,318
d101,s104,,Kimengo,Kijunjubwa,2014,Kimengo Primary School,Government,Girls,46,47,29,24,31,36,19,232
d101,s109,p132,Miirya,Kigulya,2014,Kinumi Primary School,Government,Girls,71,64,50,50,45,48,24,352
d101,s109,p130,Miirya,Bigando,2014,Kinuuma Primary School,Government,Girls,44,34,32,35,37,24,18,224
d101,s111,,Budongo,Kinyara ward,2014,Kinyara Sugar Works Primary School,Government,Girls,111,141,182,182,148,130,65,959
d101,s113,,Bwijanga,Bikonzi,2014,Kinywamurara Primary School,Government,Girls,36,32,23,27,29,24,9,180
d101,s113,p105,Bwijanga,Kahembe,2014,Kisalizi Primary School,Government,Girls,36,46,44,19,27,40,26,238
d101,s110,,Pakanyi,Kyakamese,2014,Kisindizi II Primary School,Government,Girls,32,29,36,30,17,20,15,179
d101,s110,,Pakanyi,Kyakamese,2014,Kisindizi Public Primary School,Government,Girls,42,38,31,45,23,31,9,219
d101,s113,p106,Bwijanga,Kitamba,2014,Kitamba Primary School,Government,Girls,26,31,24,22,38,29,12,182
d101,s110,,Pakanyi,Kiruli,2014,Kitanyata Primary School,Government,Girls,105,68,96,80,109,61,24,543
d101,s113,,Bwijanga,Rukondwa,2014,Kitonozi Primary School,Government,Girls,35,37,32,24,30,24,17,199
d101,s109,p132,Miirya,Kigulya,2014,Kitwetwe Primary School,Government,Girls,66,55,54,33,23,11,5,247
d101,s110,,Pakanyi,Kyakamese,2014,Kiyuya Primary School,Government,Girls,28,34,34,58,64,44,24,286
d101,s109,p131,Miirya,Isimba,2014,Kyabaswa Primary School,Government,Girls,48,29,32,25,28,17,12,191
d101,s110,,Pakanyi,Kyatiri,2014,Kyatiri Primary School,Government,Girls,110,117,142,118,63,53,36,639
d101,s113,p105,Bwijanga,Kahembe,2014,Marongo Primary School,Government,Girls,15,13,18,35,21,35,16,153
d101,s113,,Bwijanga,Bikonzi,2014,Masinde CH Primary School,Government,Girls,9,2,6,3,6,0,2,28
d101,s104,,Kimengo,Kijunjubwa,2014,Miduuma Primary School,Government,Girls,20,28,23,27,18,26,9,151
d101,s113,p106,Bwijanga,Kitamba,2014,Mihembero Primary School,Government,Girls,21,30,20,33,26,26,21,177
d101,s113,p106,Bwijanga,Kitamba,2014,Miramura Primary School,Government,Girls,18,20,18,20,24,8,0,108
d101,s113,p105,Bwijanga,Kahembe,2014,Murro Primary School,Government,Girls,37,27,21,36,27,18,10,176
d101,s113,p107,Bwijanga,Ntoma,2014,Ntooma Primary School,Government,Girls,45,37,44,69,86,80,24,385
d101,s113,p107,Bwijanga,Ntoma,2014,Nyabubale Primary School,Government,Girls,8,10,8,22,0,5,2,55
d101,s111,p103,Budongo,Nyabyeya,2014,Nyabyeya Primary School,Government,Girls,70,72,118,59,57,46,22,444
d101,s110,,Pakanyi,Kiruli,2014,Nyakarongo Primary School,Government,Girls,30,27,32,15,5,4,7,120
d101,s110,,Pakanyi,Kyakamese,2014,Nyakatoogo Primary School,Government,Girls,35,23,34,21,24,33,12,182
d101,s110,,Pakanyi,Labongo,2014,Nyakyanika Primary School,Government,Girls,47,43,42,56,35,18,27,268
d101,s110,,Pakanyi,Kyatiri,2014,Nyambindo Primary School,Government,Girls,68,55,52,42,33,38,7,295
d101,s111,,Budongo,Nyantonzi,2014,Nyantonzi Primary School,Government,Girls,66,36,67,58,53,23,23,326
d101,s113,,Bwijanga,Rukondwa,2014,Rukondwa Primary School,Government,Girls,20,16,17,15,17,14,10,109
d101,s111,,Budongo,Nyantonzi,2014,Rwempisi Primary School,Government,Girls,24,34,55,43,22,15,6,199
d101,s111,,Budongo,Nyantonzi,2014,Siiba Primary School,Government,Girls,41,30,39,17,38,20,2,187
d101,s113,p105,Bwijanga,kahembe,2014,St. Kizito Murro Primary School,Government,Girls,17,15,17,21,20,20,19,129
d101,s109,p131,Miirya,Isimba,2014,St. Paul's Pakanyi Primary School,Government,Girls,31,26,32,25,32,41,17,204
d101,s110,,Pakanyi,Kyakamese,2014,Waiga Primary School,Government,Girls,78,59,34,80,48,23,6,328
d101,s110,,Pakanyi,Labongo,2014,Walyoba Primary School,Government,Girls,39,20,35,73,82,75,25,349
d101,s110,,Pakanyi,Kyakamese,2020,Alimugonza Primary School,Government,Boys,131,79,93,113,117,54,23,610
d101,s107,p127,Labongo,Kihaguzi,2020,Bokwe Primary School,Government,Boys,83,70,68,67,57,40,22,407
d101,s111,p103,Budongo,Nyabyeya,2020,Budongo Saw Mill Primary School,Government,Boys,25,8,13,26,15,21,13,121
d101,s112,p111,Bulima Town Council,Kahembe ward,2020,Bulima Primary School,Government,Boys,73,73,77,108,80,65,40,516
d101,s111,p102,Budongo,Kasongoire,2020,Bulyango Public Primary School,Government,Boys,60,63,76,61,39,37,17,353
d101,s113,p106,Bwijanga,Kitamba,2020,Byerima Primary School,Government,Boys,14,17,32,28,28,43,9,171
d101,s101,,Bikonzi,,2020,Ikoba Boys Primary School,Government,Boys,14,20,24,10,16,11,15,110
d101,s101,,Bikonzi,,2020,Ikoba Girls Primary School,Government,Boys,0,0,0,0,0,0,0,0
d101,s101,,Bikonzi,,2020,Isagara Primary School,Government,Boys,52,30,42,35,36,36,20,251
d101,s113,p106,Bwijanga,Kitamba,2020,Isimba Primary School,Government,Boys,18,30,29,39,32,20,9,177
d101,s102,p109,Kabango Town Council,Kabango ward,2020,Kabango Primary School,Government,Boys,144,101,192,174,79,80,42,812
d101,s109,p130,Miirya,Bigando,2020,Kahaara Primary School,Government,Boys,50,29,35,33,25,16,19,207
d101,s111,p103,Budongo,Nyabyeya,2020,Karongo Primary School,Government,Boys,78,68,135,89,56,35,19,480
d101,s110,,Pakanyi,Kyakamese,2020,Karungi Primary School,Government,Boys,94,40,61,73,38,24,17,347
d101,s108,p117,Nyantonzi,Kasenene,2020,Kasenene Primary School,Government,Boys,110,188,208,188,54,33,15,796
d101,s111,p102,Budongo,Kasongoire,2020,Kasongoire Primary School,Government,Boys,39,37,35,45,29,19,7,211
d101,s104,p124,Kimengo,Kimengo,2020,Kayera Primary School,Government,Boys,32,13,25,13,3,4,8,98
d101,s109,p130,Miirya,Bigando,2020,Kibaali Primary School,Government,Boys,38,35,32,45,26,29,17,222
d101,s107,p127,Labongo,Kihaguzi,2020,Kibamba Primary School,Government,Boys,38,35,32,45,26,29,17,222
d101,s105,p135,Kiruli,Kibibira,2020,Kibibira Primary School,Government,Boys,71,51,38,46,40,27,19,292
d101,s101,,Bikonzi,,2020,Kichandi Primary School,Government,Boys,34,36,47,30,21,22,8,198
d101,s109,p132,Miirya,Kigulya,2020,Kigezi Primary School,Government,Boys,74,68,34,61,53,25,15,330
d101,s113,p107,Bwijanga,Ntoma,2020,Kihagani Primary School,Government,Boys,15,7,12,4,4,2,3,47
d101,s101,,Bikonzi,,2020,Kihoole Primary School,Government,Boys,15,18,16,15,16,10,6,96
d101,s101,p114,Bikonzi,Rukondwa,2020,Kiina Primary School,Government,Boys,35,43,51,34,24,29,23,239
d101,s109,p132,Miirya,Kigulya,2020,Kijogoro Primary School,Government,Boys,86,66,89,64,42,26,19,392
d101,s104,,Kimengo,,2020,Kijunjubwa Primary School,Government,Boys,41,38,41,48,39,31,20,258
d101,s113,p106,Bwijanga,Kitamba,2020,Kikingura Primary School,Government,Boys,53,46,57,68,67,49,21,361
d101,s101,p116,Bikonzi,Kikube,2020,Kikuube Primary School,Government,Boys,28,30,22,57,39,33,14,223
d101,s107,p126,Labongo,Labongo,2020,Kilanyi Primary School,Government,Boys,54,36,33,35,29,15,21,223
d101,s107,p126,Labongo,Labongo,2020,Kilanyi Muslim Primary School,Government,Boys,60,22,38,33,21,28,15,217
d101,s108,p119,Nyantonzi,Kimanya,2020,Kimanya Primary School,Government,Boys,29,36,49,41,36,30,16,237
d101,s108,p118,Nyantonzi,Nyantonzi,2020,Kimanya Upper Primary School,Government,Boys,64,61,19,29,37,28,19,257
d101,s104,,Kimengo,,2020,Kimengo Primary School,Government,Boys,33,21,34,23,21,28,11,171
d101,s109,p132,Miirya,Kigulya,2020,Kinumi Primary School,Government,Boys,115,61,87,63,71,48,28,473
d101,s109,p130,Miirya,Bigando,2020,Kinuuma Primary School,Government,Boys,27,42,51,44,30,22,21,237
d101,s102,p108,Kabango Town Council,Kinyara ward,2020,Kinyara Sugar Works Primary School,Government,Boys,162,157,179,162,118,139,70,987
d101,s101,,Bikonzi,,2020,Kinywamurara Primary School,Government,Boys,38,32,29,25,30,12,17,183
d101,s112,p111,Bulima Town Council,Kahembe ward,2020,Kisalizi Primary School,Government,Boys,49,46,61,44,36,25,6,267
d101,s106,,Kyatiri Town Council,,2020,Kisindizi II Primary School,Government,Boys,44,37,41,25,24,21,18,210
d101,s110,,Pakanyi,Kyakamese,2020,Kisindizi Public Primary School,Government,Boys,80,46,46,44,15,22,10,263
d101,s113,p106,Bwijanga,Kitamba,2020,Kitamba Primary School,Government,Boys,77,85,84,89,69,49,19,472
d101,s105,p133,Kiruli,Kiruli,2020,Kitanyata Primary School,Government,Boys,77,85,84,89,69,49,19,472
d101,s101,p114,Bikonzi,Rukondwa,2020,Kitonozi Primary School,Government,Boys,50,38,36,33,37,29,15,238
d101,s109,p132,Miirya,Kigulya,2020,Kitwetwe Primary School,Government,Boys,109,37,36,41,25,18,13,279
d101,s110,,Pakanyi,Kyakamese,2020,Kiyuya Primary School,Government,Boys,39,55,36,59,57,64,29,339
d101,s109,p131,Miirya,Isimba,2020,Kyabaswa Primary School,Government,Boys,47,37,40,55,46,31,8,264
d101,s110,,Pakanyi,,2020,Kyatiri Primary School,Government,Boys,147,93,150,128,75,84,49,726
d101,s112,p111,Bulima Town Council,Kahembe ward,2020,Marongo Primary School,Government,Boys,47,48,53,40,32,19,19,258
d101,s101,,Bikonzi,,2020,Masindi CH Primary School,Government,Boys,25,11,17,15,17,4,3,92
d101,s103,p141,Kijunjubwa,Kijunjubwa,2020,Miduuma Primary School,Government,Boys,29,23,27,28,18,16,15,156
d101,s113,p106,Bwijanga,Kitamba,2020,Mihembero Primary School,Government,Boys,35,29,31,31,26,33,14,199
d101,s113,p106,Bwijanga,Kitamba,2020,Miramura Primary School,Government,Boys,49,23,43,23,24,15,12,189
d101,s113,p105,Bwijanga,Kahembe,2020,Murro Primary School,Government,Boys,38,24,27,22,28,26,6,171
d101,s113,p107,Bwijanga,Ntoma,2020,Ntooma Primary School,Government,Boys,53,70,79,85,33,37,36,393
d101,s113,p107,Bwijanga,Ntoma,2020,Nyabubaale Primary School,Government,Boys,11,9,8,11,13,3,2,57
d101,s111,p103,Budongo,Nyabyeya,2020,Nyabyeya Primary School,Government,Boys,121,130,149,122,100,83,45,750
d101,s105,p133,Kiruli,Kiruli,2020,Nyakarongo Primary School,Government,Boys,43,36,27,24,16,23,9,178
d101,s106,,Kyatiri Town Council,,2020,Nyakatoogo Primary School,Government,Boys,19,8,16,16,6,3,1,69
d101,s107,p126,Labongo,Labongo,2020,Nyakyanika Primary School,Government,Boys,38,72,83,60,34,34,32,353
d101,s106,,Kyatiri Town Council,Kyatiri,2020,Nyambindo Primary School,Government,Boys,135,76,68,87,26,27,16,435
d101,s108,p118,Nyantonzi,Nyantonzi,2020,Nyantonzi Primary School,Government,Boys,36,59,63,55,36,12,17,278
d101,s101,p114,Bikonzi,Rukondwa,2020,Rukondwa Primary School,Government,Boys,35,28,25,19,9,14,7,137
d101,s108,p118,Nyantonzi,Nyantonzi,2020,Rwempisi Primary School,Government,Boys,29,84,39,41,9,19,13,234
d101,s108,p118,Nyantonzi,Nyantonzi,2020,Siiba Primary School,Government,Boys,45,21,39,44,26,28,15,218
d101,s109,p131,Miirya,Isimba,2020,St Paul's Primary School Pakanyi,Government,Boys,11,10,7,12,18,7,6,71
d101,s113,p105,Bwijanga,Kahembe,2020,St. Kizito Murro Primary School,Government,Boys,40,35,34,62,40,35,19,265
d101,s110,,Pakanyi,Kyakamese,2020,Waiga Primary School,Government,Boys,114,109,105,77,64,41,35,545
d101,s107,p126,Labongo,Labongo,2020,Walyoba Primary School,Government,Boys,43,41,74,90,95,43,31,417
d101,s110,,Pakanyi,Kyakamese,2020,Alimugonza Primary School,Government,Girls,131,102,78,101,78,36,12,538
d101,s107,p127,Labongo,Kihaguzi,2020,Bokwe Primary School,Government,Girls,118,61,76,56,36,39,30,416
d101,s111,p103,Budongo,Nyabyeya,2020,Budongo Saw Mill Primary School,Government,Girls,23,11,8,7,18,14,7,88
d101,s112,p111,Bulima Town Council,Kahembe ward,2020,Bulima Primary School,Government,Girls,48,47,79,100,90,106,43,513
d101,s111,p102,Budongo,Kasongoire,2020,Bulyango Public Primary School,Government,Girls,47,48,61,64,57,36,14,327
d101,s113,p106,Bwijanga,Kitamba,2020,Byerima Primary School,Government,Girls,5,19,18,18,23,15,12,110
d101,s101,,Bikonzi,,2020,Ikoba Boys Primary School,Government,Girls,0,0,0,0,0,0,0,0
d101,s101,,Bikonzi,,2020,Ikoba Girls Primary School,Government,Girls,19,19,20,29,19,20,20,146
d101,s101,,Bikonzi,,2020,Isagara Primary School,Government,Girls,37,47,30,36,46,37,23,256
d101,s113,p106,Bwijanga,Kitamba,2020,Isimba Primary School,Government,Girls,22,23,29,15,33,30,11,163
d101,s102,p109,Kabango Town Council,Kabango ward,2020,Kabango Primary School,Government,Girls,107,137,157,182,150,121,42,896
d101,s109,p130,Miirya,Bigando,2020,Kahaara Primary School,Government,Girls,38,26,23,22,18,15,10,152
d101,s111,p103,Budongo,Nyabyeya,2020,Karongo Primary School,Government,Girls,82,81,81,94,69,25,30,462
d101,s110,,Pakanyi,Kyakamese,2020,Karungi Primary School,Government,Girls,124,72,60,52,37,14,7,366
d101,s108,p117,Nyantonzi,Kasenene,2020,Kasenene Primary School,Government,Girls,112,104,108,52,54,27,12,469
d101,s111,p102,Budongo,Kasongoire,2020,Kasongoire Primary School,Government,Girls,31,28,38,42,39,31,12,221
d101,s104,p124,Kimengo,Kimengo,2020,Kayera Primary School,Government,Girls,21,19,14,3,14,7,10,88
d101,s109,p130,Miirya,Bigando,2020,Kibaali Primary School,Government,Girls,49,35,42,20,25,31,12,215
d101,s107,p127,Labongo,Kihaguzi,2020,Kibamba Primary School,Government,Girls,49,35,42,20,25,31,12,215
d101,s105,p135,Kiruli,Kibibira,2020,Kibibira Primary School,Government,Girls,86,42,40,37,28,15,8,256
d101,s101,,Bikonzi,,2020,Kichandi Primary School,Government,Girls,40,38,49,30,23,25,11,216
d101,s109,p132,Miirya,Kigulya,2020,Kigezi Primary School,Government,Girls,67,77,54,61,31,26,12,328
d101,s113,p107,Bwijanga,Ntoma,2020,Kihagani Primary School,Government,Girls,12,11,9,4,5,6,8,55
d101,s101,,Bikonzi,,2020,Kihoole Primary School,Government,Girls,16,19,15,24,22,14,7,117
d101,s101,p114,Bikonzi,Rukondwa,2020,Kiina Primary School,Government,Girls,24,30,26,22,20,31,20,173
d101,s109,p132,Miirya,Kigulya,2020,Kijogoro Primary School,Government,Girls,90,66,94,79,49,31,21,430
d101,s104,,Kimengo,,2020,Kijunjubwa Primary School,Government,Girls,33,81,32,37,42,40,18,283
d101,s113,p106,Bwijanga,Kitamba,2020,Kikingura Primary School,Government,Girls,54,44,50,62,67,51,21,349
d101,s101,p116,Bikonzi,Kikube,2020,Kikuube Primary School,Government,Girls,16,18,23,28,33,35,16,169
d101,s107,p126,Labongo,Labongo,2020,Kilanyi Primary School,Government,Girls,60,31,29,33,20,25,17,215
d101,s107,p126,Labongo,Labongo,2020,Kilanyi Muslim Primary School,Government,Girls,24,24,22,34,28,38,16,186
d101,s108,p119,Nyantonzi,Kimanya,2020,Kimanya Primary School,Government,Girls,34,50,31,52,45,15,14,241
d101,s108,p118,Nyantonzi,Nyantonzi,2020,Kimanya Upper Primary School,Government,Girls,58,43,45,37,48,26,7,264
